"Product", "Region", "Volume", "Currency"
"SmartPhone U3R", "North Asia", "1131997", "USD"
"SmartPhone U3R", "Asia Pacific", "1466319", "USD"
"SmartPhone U3R", "China", "2805855", "USD"
"SmartPhone U3R", "India", "5657483", "USD"
"SmartPhone X4", "North America", "5169524", "USD"
"SmartPhone X4", "Middle America", "3591337", "USD"
"SmartPhone X4", "South America", "4971757", "USD"
"SmartPhone X4", "West Europe", "3520968", "USD"
"SmartPhone X4", "Central Europe", "4661259", "USD"
"SmartPhone X4", "East Europe", "9966304", "USD"
"SmartPhone X4", "North Africa", "4869011", "USD"
"SmartPhone X4", "Central Africa", "7264841", "USD"
"SmartPhone X4", "East Africa", "6357581", "USD"
"SmartPhone X4", "Central Asia", "8636880", "USD"
"SmartPhone X4", "North Asia", "1605239", "USD"
"SmartPhone X4", "Asia Pacific", "2879721", "USD"
"SmartPhone X4", "China", "5985734", "USD"
"SmartPhone X4", "India", "9493943", "USD"
"SmartPhone G5T", "North America", "3884347", "USD"
"SmartPhone G5T", "Middle America", "9883609", "USD"
"SmartPhone G5T", "South America", "285516", "USD"
"SmartPhone G5T", "West Europe", "6255157", "USD"
"SmartPhone G5T", "Central Europe", "2761934", "USD"
"SmartPhone G5T", "East Europe", "1367130", "USD"
"SmartPhone G5T", "North Africa", "9430413", "USD"
"SmartPhone G5T", "Central Africa", "5661596", "USD"
"SmartPhone G5T", "East Africa", "2513353", "USD"
"SmartPhone G5T", "Central Asia", "4250787", "USD"
"SmartPhone G5T", "North Asia", "4509777", "USD"
"SmartPhone G5T", "Asia Pacific", "4358465", "USD"
"SmartPhone G5T", "China", "9646468", "USD"
"SmartPhone G5T", "India", "5150078", "USD"
"SmartPhone HU6", "North America", "9913664", "USD"
"SmartPhone HU6", "Middle America", "1360634", "USD"
"SmartPhone HU6", "South America", "5413408", "USD"
"SmartPhone HU6", "West Europe", "1082142", "USD"
"SmartPhone HU6", "Central Europe", "8440455", "USD"
"SmartPhone HU6", "East Europe", "6747807", "USD"
"SmartPhone HU6", "North Africa", "310399", "USD"
"SmartPhone HU6", "Central Africa", "8398058", "USD"
"SmartPhone HU6", "East Africa", "7738420", "USD"
"SmartPhone HU6", "Central Asia", "5290804", "USD"
"SmartPhone HU6", "North Asia", "10002022", "USD"
"SmartPhone HU6", "Asia Pacific", "7787765", "USD"
"SmartPhone HU6", "China", "295862", "USD"
"SmartPhone HU6", "India", "7079583", "USD"
"SmartTablet V0", "North America", "865981", "USD"
"SmartTablet V0", "Middle America", "7979985", "USD"
"SmartTablet V0", "South America", "5610547", "USD"
"SmartTablet V0", "West Europe", "5905246", "USD"
"SmartTablet V0", "Central Europe", "9926777", "USD"
"SmartTablet V0", "East Europe", "5847414", "USD"
"SmartTablet V0", "North Africa", "2397576", "USD"
"SmartTablet V0", "Central Africa", "142447", "USD"
"SmartTablet V0", "East Africa", "8331407", "USD"
"SmartTablet V0", "Central Asia", "6027837", "USD"
"SmartTablet V0", "North Asia", "735946", "USD"
"SmartTablet V0", "Asia Pacific", "185221", "USD"
"SmartTablet V0", "China", "9717505", "USD"
"SmartTablet V0", "India", "8884714", "USD"
"SmartTablet 1DX", "North America", "8907488", "USD"
"SmartTablet 1DX", "Middle America", "1108425", "USD"
"SmartTablet 1DX", "South America", "4834079", "USD"
"SmartTablet 1DX", "West Europe", "1656178", "USD"
"SmartTablet 1DX", "Central Europe", "7347949", "USD"
"SmartTablet 1DX", "East Europe", "9158615", "USD"
"SmartTablet 1DX", "North Africa", "1597293", "USD"
"SmartTablet 1DX", "Central Africa", "3979269", "USD"
"SmartTablet 1DX", "East Africa", "2608446", "USD"
"SmartTablet 1DX", "Central Asia", "5922317", "USD"
"SmartTablet 1DX", "North Asia", "5398479", "USD"
"SmartTablet 1DX", "Asia Pacific", "5626627", "USD"
"SmartTablet 1DX", "China", "7516584", "USD"
"SmartTablet 1DX", "India", "4576281", "USD"
"SmartTablet MX2", "North America", "7928857", "USD"
"SmartTablet MX2", "Middle America", "1255751", "USD"
"SmartTablet MX2", "South America", "9830019", "USD"
"SmartTablet MX2", "West Europe", "8493490", "USD"
"SmartTablet MX2", "Central Europe", "4045187", "USD"
"SmartTablet MX2", "East Europe", "4246331", "USD"
"SmartTablet MX2", "North Africa", "591251", "USD"
"SmartTablet MX2", "Central Africa", "3660275", "USD"
"SmartTablet MX2", "East Africa", "5272851", "USD"
"SmartTablet MX2", "Central Asia", "9289032", "USD"
"SmartTablet MX2", "North Asia", "5120986", "USD"
"SmartTablet MX2", "Asia Pacific", "2854085", "USD"
"SmartTablet MX2", "China", "5427627", "USD"
"SmartTablet MX2", "India", "1289522", "USD"
"SmartTablet U3R", "North America", "4128392", "USD"
"SmartTablet U3R", "Middle America", "1338059", "USD"
"SmartTablet U3R", "South America", "8534685", "USD"
"SmartTablet U3R", "West Europe", "6364417", "USD"
"SmartTablet U3R", "Central Europe", "9770080", "USD"
"SmartTablet U3R", "East Europe", "947722", "USD"
"SmartTablet U3R", "North Africa", "1733093", "USD"
"SmartTablet U3R", "Central Africa", "9231193", "USD"
"SmartTablet U3R", "East Africa", "1655708", "USD"
"SmartTablet U3R", "Central Asia", "1876728", "USD"
"SmartTablet U3R", "North Asia", "6176403", "USD"
"SmartTablet U3R", "Asia Pacific", "132040", "USD"
"SmartTablet U3R", "China", "776557", "USD"
"SmartTablet U3R", "India", "9212765", "USD"
"SmartTablet X4", "North America", "7074622", "USD"
"SmartTablet X4", "Middle America", "3581979", "USD"
"SmartTablet X4", "South America", "5124485", "USD"
"SmartTablet X4", "West Europe", "4331322", "USD"
"SmartTablet X4", "Central Europe", "9970186", "USD"
"SmartTablet X4", "East Europe", "694493", "USD"
"SmartTablet X4", "North Africa", "9372173", "USD"
"SmartTablet X4", "Central Africa", "9624201", "USD"
"SmartTablet X4", "East Africa", "4100266", "USD"
"SmartTablet X4", "Central Asia", "6613294", "USD"
"SmartTablet X4", "North Asia", "2401588", "USD"
"SmartTablet X4", "Asia Pacific", "8721285", "USD"
"SmartTablet X4", "China", "5270044", "USD"
"SmartTablet X4", "India", "4666737", "USD"
"SmartTablet G5T", "North America", "696097", "USD"
"SmartTablet G5T", "Middle America", "3358196", "USD"
"SmartTablet G5T", "South America", "10046343", "USD"
"SmartTablet G5T", "West Europe", "9261793", "USD"
"SmartTablet G5T", "Central Europe", "2652702", "USD"
"SmartTablet G5T", "East Europe", "2349145", "USD"
"SmartTablet G5T", "North Africa", "278259", "USD"
"SmartTablet G5T", "Central Africa", "247376", "USD"
"SmartTablet G5T", "East Africa", "8724354", "USD"
"SmartTablet G5T", "Central Asia", "7743404", "USD"
"SmartTablet G5T", "North Asia", "1961218", "USD"
"SmartTablet G5T", "Asia Pacific", "2502212", "USD"
"SmartTablet G5T", "China", "4968356", "USD"
"SmartTablet G5T", "India", "8175459", "USD"
"SmartTablet HU6", "North America", "5283142", "USD"
"SmartTablet HU6", "Middle America", "5840332", "USD"
"SmartTablet HU6", "South America", "3055337", "USD"
"SmartTablet HU6", "West Europe", "9663074", "USD"
"SmartTablet HU6", "Central Europe", "3326174", "USD"
"SmartTablet HU6", "East Europe", "1977655", "USD"
"SmartTablet HU6", "North Africa", "8084325", "USD"
"SmartTablet HU6", "Central Africa", "9664098", "USD"
"SmartTablet HU6", "East Africa", "5344668", "USD"
"SmartTablet HU6", "Central Asia", "7266014", "USD"
"SmartTablet HU6", "North Asia", "6652968", "USD"
"SmartTablet HU6", "Asia Pacific", "1072026", "USD"
"SmartTablet HU6", "China", "6799945", "USD"
"SmartTablet HU6", "India", "2176397", "USD"
"SmartGlass V0", "North America", "1547933", "USD"
"SmartGlass V0", "Middle America", "9011933", "USD"
"SmartGlass V0", "South America", "2404542", "USD"
"SmartGlass V0", "West Europe", "1101014", "USD"
"SmartGlass V0", "Central Europe", "6149062", "USD"
"SmartGlass V0", "East Europe", "4792562", "USD"
"SmartGlass V0", "North Africa", "313471", "USD"
"SmartGlass V0", "Central Africa", "8944251", "USD"
"SmartGlass V0", "East Africa", "1181866", "USD"
"SmartGlass V0", "Central Asia", "8176982", "USD"
"SmartGlass V0", "North Asia", "5297276", "USD"
"SmartGlass V0", "Asia Pacific", "4185411", "USD"
"SmartGlass V0", "China", "8806454", "USD"
"SmartGlass V0", "India", "1253364", "USD"
"SmartGlass 1DX", "North America", "6241423", "USD"
"SmartGlass 1DX", "Middle America", "1621570", "USD"
"SmartGlass 1DX", "South America", "4197011", "USD"
"SmartGlass 1DX", "West Europe", "4619079", "USD"
"SmartGlass 1DX", "Central Europe", "8638823", "USD"
"SmartGlass 1DX", "East Europe", "1836739", "USD"
"SmartGlass 1DX", "North Africa", "2744455", "USD"
"SmartGlass 1DX", "Central Africa", "9335451", "USD"
"SmartGlass 1DX", "East Africa", "5877090", "USD"
"SmartGlass 1DX", "Central Asia", "8593945", "USD"
"SmartGlass 1DX", "North Asia", "1805918", "USD"
"SmartGlass 1DX", "Asia Pacific", "6167136", "USD"
"SmartGlass 1DX", "China", "4069339", "USD"
"SmartGlass 1DX", "India", "9809685", "USD"
"SmartGlass MX2", "North America", "9528207", "USD"
"SmartGlass MX2", "Middle America", "6989258", "USD"
"SmartGlass MX2", "South America", "3937161", "USD"
"SmartGlass MX2", "West Europe", "2545667", "USD"
"SmartGlass MX2", "Central Europe", "9688432", "USD"
"SmartGlass MX2", "East Europe", "1927047", "USD"
"SmartGlass MX2", "North Africa", "9826630", "USD"
"SmartGlass MX2", "Central Africa", "7540571", "USD"
"SmartGlass MX2", "East Africa", "723481", "USD"
"SmartGlass MX2", "Central Asia", "9786887", "USD"
"SmartGlass MX2", "North Asia", "322979", "USD"
"SmartGlass MX2", "Asia Pacific", "4205004", "USD"
"SmartGlass MX2", "China", "9161059", "USD"
"SmartGlass MX2", "India", "8644308", "USD"
"SmartGlass U3R", "North America", "7126858", "USD"
"SmartGlass U3R", "Middle America", "2715695", "USD"
"SmartGlass U3R", "South America", "2518503", "USD"
"SmartGlass U3R", "West Europe", "8073606", "USD"
"SmartGlass U3R", "Central Europe", "8864831", "USD"
"SmartGlass U3R", "East Europe", "5870364", "USD"
"SmartGlass U3R", "North Africa", "4401631", "USD"
"SmartGlass U3R", "Central Africa", "4435411", "USD"
"SmartGlass U3R", "East Africa", "4329053", "USD"
"SmartGlass U3R", "Central Asia", "9702587", "USD"
"SmartGlass U3R", "North Asia", "5014351", "USD"
"SmartGlass U3R", "Asia Pacific", "5882659", "USD"
"SmartGlass U3R", "China", "5275828", "USD"
"SmartGlass U3R", "India", "8506403", "USD"
"SmartGlass X4", "North America", "3580831", "USD"
"SmartGlass X4", "Middle America", "4302079", "USD"
"SmartGlass X4", "South America", "2360004", "USD"
"SmartGlass X4", "West Europe", "6883234", "USD"
"SmartGlass X4", "Central Europe", "5285493", "USD"
"SmartGlass X4", "East Europe", "7277431", "USD"
"SmartGlass X4", "North Africa", "9041946", "USD"
"SmartGlass X4", "Central Africa", "8699149", "USD"
"SmartGlass X4", "East Africa", "4252140", "USD"
"SmartGlass X4", "Central Asia", "4342386", "USD"
"SmartGlass X4", "North Asia", "7376085", "USD"
"SmartGlass X4", "Asia Pacific", "428353", "USD"
"SmartGlass X4", "China", "5812038", "USD"
"SmartGlass X4", "India", "8285057", "USD"
"SmartGlass G5T", "North America", "6474785", "USD"
"SmartGlass G5T", "Middle America", "4259182", "USD"
"SmartGlass G5T", "South America", "5851773", "USD"
"SmartGlass G5T", "West Europe", "4072861", "USD"
"SmartGlass G5T", "Central Europe", "9138591", "USD"
"SmartGlass G5T", "East Europe", "4551770", "USD"
"SmartGlass G5T", "North Africa", "2385246", "USD"
"SmartGlass G5T", "Central Africa", "5085515", "USD"
"SmartGlass G5T", "East Africa", "4653610", "USD"
"SmartGlass G5T", "Central Asia", "9761967", "USD"
"SmartGlass G5T", "North Asia", "4660157", "USD"
"SmartGlass G5T", "Asia Pacific", "8775596", "USD"
"SmartGlass G5T", "China", "6079126", "USD"
"SmartGlass G5T", "India", "783949", "USD"
"SmartGlass HU6", "North America", "8087866", "USD"
"SmartGlass HU6", "Middle America", "1620279", "USD"
"SmartGlass HU6", "South America", "8483236", "USD"
"SmartGlass HU6", "West Europe", "5814367", "USD"
"SmartGlass HU6", "Central Europe", "9076522", "USD"
"SmartGlass HU6", "East Europe", "6284452", "USD"
"SmartGlass HU6", "North Africa", "531626", "USD"
"SmartGlass HU6", "Central Africa", "1303768", "USD"
"SmartGlass HU6", "East Africa", "2450871", "USD"
"SmartGlass HU6", "Central Asia", "2284593", "USD"
"SmartGlass HU6", "North Asia", "5594325", "USD"
"SmartGlass HU6", "Asia Pacific", "8336423", "USD"
"SmartGlass HU6", "China", "5558170", "USD"
"SmartGlass HU6", "India", "5124413", "USD"
"SmartThing V0", "North America", "107565", "USD"
"SmartThing V0", "Middle America", "3867566", "USD"
"SmartThing V0", "South America", "7388146", "USD"
"SmartThing V0", "West Europe", "7867414", "USD"
"SmartThing V0", "Central Europe", "6312643", "USD"
"SmartThing V0", "East Europe", "6647456", "USD"
"SmartThing V0", "North Africa", "8075969", "USD"
"SmartThing V0", "Central Africa", "3418148", "USD"
"SmartThing V0", "East Africa", "3690914", "USD"
"SmartThing V0", "Central Asia", "8374560", "USD"
"SmartThing V0", "North Asia", "4010689", "USD"
"SmartThing V0", "Asia Pacific", "5403114", "USD"
"SmartThing V0", "China", "8423862", "USD"
"SmartThing V0", "India", "1645546", "USD"
"SmartThing 1DX", "North America", "6437654", "USD"
"SmartThing 1DX", "Middle America", "473855", "USD"
"SmartThing 1DX", "South America", "3029413", "USD"
"SmartThing 1DX", "West Europe", "7607662", "USD"
"SmartThing 1DX", "Central Europe", "6921892", "USD"
"SmartThing 1DX", "East Europe", "5098977", "USD"
"SmartThing 1DX", "North Africa", "8960446", "USD"
"SmartThing 1DX", "Central Africa", "7869467", "USD"
"SmartThing 1DX", "East Africa", "1330485", "USD"
"SmartThing 1DX", "Central Asia", "5468431", "USD"
"SmartThing 1DX", "North Asia", "3398721", "USD"
"SmartThing 1DX", "Asia Pacific", "7188785", "USD"
"SmartThing 1DX", "China", "5095470", "USD"
"SmartThing 1DX", "India", "10002563", "USD"
"SmartThing MX2", "North America", "7737199", "USD"
"SmartThing MX2", "Middle America", "5732120", "USD"
"SmartThing MX2", "South America", "6434824", "USD"
"SmartThing MX2", "West Europe", "140051", "USD"
"SmartThing MX2", "Central Europe", "9316003", "USD"
"SmartThing MX2", "East Europe", "2287682", "USD"
"SmartThing MX2", "North Africa", "937584", "USD"
"SmartThing MX2", "Central Africa", "6573014", "USD"
"SmartThing MX2", "East Africa", "9862033", "USD"
"SmartThing MX2", "Central Asia", "2714548", "USD"
"SmartThing MX2", "North Asia", "460206", "USD"
"SmartThing MX2", "Asia Pacific", "4904205", "USD"
"SmartThing MX2", "China", "3779513", "USD"
"SmartThing MX2", "India", "1123390", "USD"
"SmartThing U3R", "North America", "1634740", "USD"
"SmartThing U3R", "Middle America", "6820339", "USD"
"SmartThing U3R", "South America", "6948514", "USD"
"SmartThing U3R", "West Europe", "4809575", "USD"
"SmartThing U3R", "Central Europe", "4455450", "USD"
"SmartThing U3R", "East Europe", "307260", "USD"
"SmartThing U3R", "North Africa", "2010753", "USD"
"SmartThing U3R", "Central Africa", "7797340", "USD"
"SmartThing U3R", "East Africa", "9389007", "USD"
"SmartThing U3R", "Central Asia", "5176767", "USD"
"SmartThing U3R", "North Asia", "9256761", "USD"
"SmartThing U3R", "Asia Pacific", "2004148", "USD"
"SmartThing U3R", "China", "2244384", "USD"
"SmartThing U3R", "India", "8231606", "USD"
"SmartThing X4", "North America", "3175743", "USD"
"SmartThing X4", "Middle America", "9497192", "USD"
"SmartThing X4", "South America", "9642139", "USD"
"SmartThing X4", "West Europe", "5764207", "USD"
"SmartThing X4", "Central Europe", "3489244", "USD"
"SmartThing X4", "East Europe", "4089438", "USD"
"SmartThing X4", "North Africa", "4338740", "USD"
"SmartThing X4", "Central Africa", "9766459", "USD"
"SmartThing X4", "East Africa", "6061992", "USD"
"SmartThing X4", "Central Asia", "5610463", "USD"
"SmartThing X4", "North Asia", "8890139", "USD"
"SmartThing X4", "Asia Pacific", "8221898", "USD"
"SmartThing X4", "China", "3468054", "USD"
"SmartThing X4", "India", "5587753", "USD"
"SmartThing G5T", "North America", "8179792", "USD"
"SmartThing G5T", "Middle America", "9158366", "USD"
"SmartThing G5T", "South America", "7187711", "USD"
"SmartThing G5T", "West Europe", "8787003", "USD"
"SmartThing G5T", "Central Europe", "6189851", "USD"
"SmartThing G5T", "East Europe", "2758299", "USD"
"SmartThing G5T", "North Africa", "3420209", "USD"
"SmartThing G5T", "Central Africa", "1085352", "USD"
"SmartThing G5T", "East Africa", "10060278", "USD"
"SmartThing G5T", "Central Asia", "5755494", "USD"
"SmartThing G5T", "North Asia", "2319844", "USD"
"SmartThing G5T", "Asia Pacific", "489395", "USD"
"SmartThing G5T", "China", "4959117", "USD"
"SmartThing G5T", "India", "7591282", "USD"
"SmartThing HU6", "North America", "6097549", "USD"
"SmartThing HU6", "Middle America", "4760183", "USD"
"SmartThing HU6", "South America", "6578201", "USD"
"SmartThing HU6", "West Europe", "8359746", "USD"
"SmartThing HU6", "Central Europe", "4877478", "USD"
"SmartThing HU6", "East Europe", "6070319", "USD"
"SmartThing HU6", "North Africa", "4172091", "USD"
"SmartThing HU6", "Central Africa", "4440694", "USD"
"SmartThing HU6", "East Africa", "457794", "USD"
"SmartThing HU6", "Central Asia", "393653", "USD"
"SmartThing HU6", "North Asia", "5974031", "USD"
"SmartThing HU6", "Asia Pacific", "8900789", "USD"
"SmartThing HU6", "China", "7197181", "USD"
"SmartThing HU6", "India", "6915971", "USD"
"SmartThinker V0", "North America", "551247", "USD"
"SmartThinker V0", "Middle America", "237356", "USD"
"SmartThinker V0", "South America", "6133316", "USD"
"SmartThinker V0", "West Europe", "655451", "USD"
"SmartThinker V0", "Central Europe", "2202915", "USD"
"SmartThinker V0", "East Europe", "4846028", "USD"
"SmartThinker V0", "North Africa", "3136853", "USD"
"SmartThinker V0", "Central Africa", "9694570", "USD"
"SmartThinker V0", "East Africa", "5857657", "USD"
"SmartThinker V0", "Central Asia", "5712543", "USD"
"SmartThinker V0", "North Asia", "4414197", "USD"
"SmartThinker V0", "Asia Pacific", "6950514", "USD"
"SmartThinker V0", "China", "7093415", "USD"
"SmartThinker V0", "India", "2260622", "USD"
"SmartThinker 1DX", "North America", "2994632", "USD"
"SmartThinker 1DX", "Middle America", "5249045", "USD"
"SmartThinker 1DX", "South America", "5881096", "USD"
"SmartThinker 1DX", "West Europe", "4032034", "USD"
"SmartThinker 1DX", "Central Europe", "7972132", "USD"
"SmartThinker 1DX", "East Europe", "3617187", "USD"
"SmartThinker 1DX", "North Africa", "8444370", "USD"
"SmartThinker 1DX", "Central Africa", "3931569", "USD"
"SmartThinker 1DX", "East Africa", "4219432", "USD"
"SmartThinker 1DX", "Central Asia", "2172934", "USD"
"SmartThinker 1DX", "North Asia", "231544", "USD"
"SmartThinker 1DX", "Asia Pacific", "5138769", "USD"
"SmartThinker 1DX", "China", "4051736", "USD"
"SmartThinker 1DX", "India", "2765642", "USD"
"SmartThinker MX2", "North America", "4411425", "USD"
"SmartThinker MX2", "Middle America", "9469958", "USD"
"SmartThinker MX2", "South America", "3889662", "USD"
"SmartThinker MX2", "West Europe", "2608587", "USD"
"SmartThinker MX2", "Central Europe", "4533632", "USD"
"SmartThinker MX2", "East Europe", "3968189", "USD"
"SmartThinker MX2", "North Africa", "8355825", "USD"
"SmartThinker MX2", "Central Africa", "8545621", "USD"
"SmartThinker MX2", "East Africa", "7034793", "USD"
"SmartThinker MX2", "Central Asia", "6805418", "USD"
"SmartThinker MX2", "North Asia", "1436705", "USD"
"SmartThinker MX2", "Asia Pacific", "306711", "USD"
"SmartThinker MX2", "China", "9125618", "USD"
"SmartThinker MX2", "India", "3200325", "USD"
"SmartThinker U3R", "North America", "9351224", "USD"
"SmartThinker U3R", "Middle America", "2132553", "USD"
"SmartThinker U3R", "South America", "259824", "USD"
"SmartThinker U3R", "West Europe", "6986852", "USD"
"SmartThinker U3R", "Central Europe", "2589704", "USD"
"SmartThinker U3R", "East Europe", "3486337", "USD"
"SmartThinker U3R", "North Africa", "864431", "USD"
"SmartThinker U3R", "Central Africa", "3712684", "USD"
"SmartThinker U3R", "East Africa", "5221675", "USD"
"SmartThinker U3R", "Central Asia", "1221133", "USD"
"SmartThinker U3R", "North Asia", "301925", "USD"
"SmartThinker U3R", "Asia Pacific", "6703501", "USD"
"SmartThinker U3R", "China", "8018226", "USD"
"SmartThinker U3R", "India", "7534261", "USD"
"SmartThinker X4", "North America", "7138359", "USD"
"SmartThinker X4", "Middle America", "8398013", "USD"
"SmartThinker X4", "South America", "8194399", "USD"
"SmartThinker X4", "West Europe", "315394", "USD"
"SmartThinker X4", "Central Europe", "8707404", "USD"
"SmartThinker X4", "East Europe", "5440409", "USD"
"SmartThinker X4", "North Africa", "2649363", "USD"
"SmartThinker X4", "Central Africa", "5083026", "USD"
"SmartThinker X4", "East Africa", "3688948", "USD"
"SmartThinker X4", "Central Asia", "7510982", "USD"
"SmartThinker X4", "North Asia", "3466879", "USD"
"SmartThinker X4", "Asia Pacific", "604360", "USD"
"SmartThinker X4", "China", "961808", "USD"
"SmartThinker X4", "India", "6682356", "USD"
"SmartThinker G5T", "North America", "4135840", "USD"
"SmartThinker G5T", "Middle America", "3506507", "USD"
"SmartThinker G5T", "South America", "343659", "USD"
"SmartThinker G5T", "West Europe", "6207870", "USD"
"SmartThinker G5T", "Central Europe", "2460425", "USD"
"SmartThinker G5T", "East Europe", "712334", "USD"
"SmartThinker G5T", "North Africa", "5997295", "USD"
"SmartThinker G5T", "Central Africa", "5080305", "USD"
"SmartThinker G5T", "East Africa", "1451676", "USD"
"SmartThinker G5T", "Central Asia", "2372158", "USD"
"SmartThinker G5T", "North Asia", "1260854", "USD"
"SmartThinker G5T", "Asia Pacific", "7443304", "USD"
"SmartThinker G5T", "China", "2627081", "USD"
"SmartThinker G5T", "India", "2112871", "USD"
"SmartThinker HU6", "North America", "4450632", "USD"
"SmartThinker HU6", "Middle America", "3994446", "USD"
"SmartThinker HU6", "South America", "7091982", "USD"
"SmartThinker HU6", "West Europe", "5888994", "USD"
"SmartThinker HU6", "Central Europe", "8788684", "USD"
"SmartThinker HU6", "East Europe", "5888112", "USD"
"SmartThinker HU6", "North Africa", "8536446", "USD"
"SmartThinker HU6", "Central Africa", "5495524", "USD"
"SmartThinker HU6", "East Africa", "6023350", "USD"
"SmartThinker HU6", "Central Asia", "327879", "USD"
"SmartThinker HU6", "North Asia", "8853438", "USD"
"SmartThinker HU6", "Asia Pacific", "7890352", "USD"
"SmartThinker HU6", "China", "2539421", "USD"
"SmartThinker HU6", "India", "1032362", "USD"
"SmartCruncher V0", "North America", "1468958", "USD"
"SmartCruncher V0", "Middle America", "6874399", "USD"
"SmartCruncher V0", "South America", "8795648", "USD"
"SmartCruncher V0", "West Europe", "6065021", "USD"
"SmartCruncher V0", "Central Europe", "9672028", "USD"
"SmartCruncher V0", "East Europe", "9390517", "USD"
"SmartCruncher V0", "North Africa", "7780808", "USD"
"SmartCruncher V0", "Central Africa", "137642", "USD"
"SmartCruncher V0", "East Africa", "7242212", "USD"
"SmartCruncher V0", "Central Asia", "4727605", "USD"
"SmartCruncher V0", "North Asia", "5845584", "USD"
"SmartCruncher V0", "Asia Pacific", "8428777", "USD"
"SmartCruncher V0", "China", "6494587", "USD"
"SmartCruncher V0", "India", "1254252", "USD"
"SmartCruncher 1DX", "North America", "9745991", "USD"
"SmartCruncher 1DX", "Middle America", "4202644", "USD"
"SmartCruncher 1DX", "South America", "4496877", "USD"
"SmartCruncher 1DX", "West Europe", "1956640", "USD"
"SmartCruncher 1DX", "Central Europe", "7025137", "USD"
"SmartCruncher 1DX", "East Europe", "3070553", "USD"
"SmartCruncher 1DX", "North Africa", "1660717", "USD"
"SmartCruncher 1DX", "Central Africa", "7018311", "USD"
"SmartCruncher 1DX", "East Africa", "2963593", "USD"
"SmartCruncher 1DX", "Central Asia", "2606121", "USD"
"SmartCruncher 1DX", "North Asia", "8168762", "USD"
"SmartCruncher 1DX", "Asia Pacific", "8954794", "USD"
"SmartCruncher 1DX", "China", "6244680", "USD"
"SmartCruncher 1DX", "India", "7207166", "USD"
"SmartCruncher MX2", "North America", "2771656", "USD"
"SmartCruncher MX2", "Middle America", "3403993", "USD"
"SmartCruncher MX2", "South America", "7209487", "USD"
"SmartCruncher MX2", "West Europe", "4591269", "USD"
"SmartCruncher MX2", "Central Europe", "5373610", "USD"
"SmartCruncher MX2", "East Europe", "6573614", "USD"
"SmartCruncher MX2", "North Africa", "7117449", "USD"
"SmartCruncher MX2", "Central Africa", "2118721", "USD"
"SmartCruncher MX2", "East Africa", "9522630", "USD"
"SmartCruncher MX2", "Central Asia", "8559796", "USD"
"SmartCruncher MX2", "North Asia", "4181843", "USD"
